"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 14:29:42 GMT 2025","Mon Oct 20 14:29:45 GMT 2025","3080","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_15_performance_metrics","Test performance metrics collection."
"passed","Mon Oct 20 14:33:57 GMT 2025","Mon Oct 20 14:34:37 GMT 2025","39350","selenium_demoblaze_framework.tests","test_keyword_driven","TestKeywordDriven","","","test_keyword_driven_execution","Test keyword-driven framework execution"
"passed","Mon Oct 20 14:32:04 GMT 2025","Mon Oct 20 14:32:04 GMT 2025","158","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_30_cleanup","Test cleanup operations."
"broken","Mon Oct 20 14:32:38 GMT 2025","Mon Oct 20 14:33:38 GMT 2025","60021","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_33_radio_button_demo","Demonstrate radio button interaction on a compatible site."
"passed","Mon Oct 20 14:30:06 GMT 2025","Mon Oct 20 14:30:09 GMT 2025","2518","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_19_faker_data_generation","Test with Faker generated data."
"passed","Mon Oct 20 14:29:46 GMT 2025","Mon Oct 20 14:29:48 GMT 2025","2270","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_16_element_states","Test element state validations."
"passed","Mon Oct 20 14:29:51 GMT 2025","Mon Oct 20 14:30:05 GMT 2025","14183","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_18_browser_navigation","Test browser navigation operations."
"passed","Mon Oct 20 14:30:41 GMT 2025","Mon Oct 20 14:30:44 GMT 2025","2950","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_21_invalid_login","Test invalid login attempt."
"passed","Mon Oct 20 14:35:30 GMT 2025","Mon Oct 20 14:35:32 GMT 2025","2031","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_multiple_elements","Test Page Factory multiple elements initialization"
"passed","Mon Oct 20 14:31:51 GMT 2025","Mon Oct 20 14:32:02 GMT 2025","11481","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_29_log_collection","Test collecting browser logs."
"passed","Mon Oct 20 14:30:10 GMT 2025","Mon Oct 20 14:30:39 GMT 2025","29633","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_20_complete_e2e_flow","Test complete end-to-end shopping flow."
"passed","Mon Oct 20 14:35:49 GMT 2025","Mon Oct 20 14:36:07 GMT 2025","17976","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_login_flow","Test complete login flow using Page Factory"
