"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 17:27:21 GMT 2025","Mon Oct 20 17:27:23 GMT 2025","2520","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_23_contact_form","Test contact form submission."
"passed","Mon Oct 20 17:25:45 GMT 2025","Mon Oct 20 17:25:45 GMT 2025","166","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_06_cookie_operations","Test cookie operations."
"passed","Mon Oct 20 17:25:13 GMT 2025","Mon Oct 20 17:25:26 GMT 2025","13194","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_02_mouse_operations","Test all mouse operations with visual feedback on DemoBlaze."
"passed","Mon Oct 20 17:25:58 GMT 2025","Mon Oct 20 17:26:04 GMT 2025","6353","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data0]","Test with data from Excel (parameterized)."
"passed","Mon Oct 20 17:28:58 GMT 2025","Mon Oct 20 17:29:37 GMT 2025","39325","selenium_demoblaze_framework.tests","test_keyword_driven","TestKeywordDriven","","","test_keyword_driven_execution","Test keyword-driven framework execution"
"passed","Mon Oct 20 17:28:01 GMT 2025","Mon Oct 20 17:28:14 GMT 2025","12655","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_26_categories","Test navigation through all categories."
"passed","Mon Oct 20 17:28:38 GMT 2025","Mon Oct 20 17:28:50 GMT 2025","12868","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_32_broken_links_check","Test broken link validation using reliable sites."
"passed","Mon Oct 20 17:28:55 GMT 2025","Mon Oct 20 17:28:55 GMT 2025","206","selenium_demoblaze_framework.tests","test_file_upload","TestFileUpload","","","test_upload_single_file_send_keys_local","Test single file upload using send_keys on our local test page."
"passed","Mon Oct 20 17:26:42 GMT 2025","Mon Oct 20 17:27:12 GMT 2025","29458","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_20_complete_e2e_flow","Test complete end-to-end shopping flow."
"passed","Mon Oct 20 17:26:13 GMT 2025","Mon Oct 20 17:26:13 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_12_data_driven_json","Test with data from JSON."
"passed","Mon Oct 20 17:30:43 GMT 2025","Mon Oct 20 17:30:45 GMT 2025","2032","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_multiple_elements","Test Page Factory multiple elements initialization"
"passed","Mon Oct 20 17:29:38 GMT 2025","Mon Oct 20 17:29:56 GMT 2025","17882","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_all_links","Test checking all links with fallback sites."
"passed","Mon Oct 20 17:25:52 GMT 2025","Mon Oct 20 17:25:53 GMT 2025","1625","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_08_screenshot_operations","Test various screenshot operations."
"passed","Mon Oct 20 17:28:35 GMT 2025","Mon Oct 20 17:28:35 GMT 2025","126","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_30_cleanup","Test cleanup operations."
"passed","Mon Oct 20 17:25:54 GMT 2025","Mon Oct 20 17:25:57 GMT 2025","2237","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_09_wait_strategies","Test different wait strategies."
"passed","Mon Oct 20 17:27:24 GMT 2025","Mon Oct 20 17:27:48 GMT 2025","24226","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_24_about_us_modal","Test About Us modal and video playback."
"passed","Mon Oct 20 17:26:05 GMT 2025","Mon Oct 20 17:26:11 GMT 2025","6356","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data1]","Test with data from Excel (parameterized)."
"passed","Mon Oct 20 17:26:14 GMT 2025","Mon Oct 20 17:26:14 GMT 2025","2","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_13_data_driven_csv","Test with data from CSV."
"passed","Mon Oct 20 17:27:13 GMT 2025","Mon Oct 20 17:27:16 GMT 2025","2927","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_21_invalid_login","Test invalid login attempt."
"passed","Mon Oct 20 17:25:38 GMT 2025","Mon Oct 20 17:25:44 GMT 2025","5617","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_05_alerts_handling","Test handling of alerts."
"passed","Mon Oct 20 17:31:26 GMT 2025","Mon Oct 20 17:31:32 GMT 2025","6235","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_menu_navigation","Test navigation using Page Factory menu items"
"passed","Mon Oct 20 17:28:21 GMT 2025","Mon Oct 20 17:28:21 GMT 2025","0","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_28_mobile_emulation","Mobile emulation is disabled by default."
"passed","Mon Oct 20 17:29:56 GMT 2025","Mon Oct 20 17:30:03 GMT 2025","6296","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_internal_links","Test checking only internal links with fallback sites."
"passed","Mon Oct 20 17:27:17 GMT 2025","Mon Oct 20 17:27:20 GMT 2025","2904","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_22_duplicate_signup","Test signup with existing username."
"passed","Mon Oct 20 17:26:25 GMT 2025","Mon Oct 20 17:26:38 GMT 2025","12533","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_18_browser_navigation","Test browser navigation operations."
"passed","Mon Oct 20 17:26:39 GMT 2025","Mon Oct 20 17:26:41 GMT 2025","2507","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_19_faker_data_generation","Test with Faker generated data."
"passed","Mon Oct 20 17:26:12 GMT 2025","Mon Oct 20 17:26:12 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_11_data_driven_xml","Test with data from XML."
"passed","Mon Oct 20 17:28:15 GMT 2025","Mon Oct 20 17:28:20 GMT 2025","5087","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_27_network_emulation","Test with emulated network conditions (Chrome only)."
"passed","Mon Oct 20 17:25:34 GMT 2025","Mon Oct 20 17:25:37 GMT 2025","3049","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_04_javascript_execution","Test JavaScript execution."
"passed","Mon Oct 20 17:28:22 GMT 2025","Mon Oct 20 17:28:34 GMT 2025","11499","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_29_log_collection","Test collecting browser logs."
"passed","Mon Oct 20 17:32:01 GMT 2025","Mon Oct 20 17:32:04 GMT 2025","2231","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_cart_navigation","Test navigating to cart"
"passed","Mon Oct 20 17:26:24 GMT 2025","Mon Oct 20 17:26:24 GMT 2025","107","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_17_css_properties","Test CSS property validations."
"passed","Mon Oct 20 17:31:44 GMT 2025","Mon Oct 20 17:31:53 GMT 2025","9201","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_search_functionality","Test product search functionality"
"passed","Mon Oct 20 17:31:57 GMT 2025","Mon Oct 20 17:31:57 GMT 2025","7","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_element_caching","Test that elements are properly cached"
"passed","Mon Oct 20 17:27:49 GMT 2025","Mon Oct 20 17:28:00 GMT 2025","10964","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_25_pagination","Test product pagination."
"passed","Mon Oct 20 17:28:56 GMT 2025","Mon Oct 20 17:28:57 GMT 2025","188","selenium_demoblaze_framework.tests","test_file_upload","TestFileUpload","","","test_upload_multiple_files_local","Test multiple file upload using our local test page."
