"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 14:03:34 GMT 2025","Mon Oct 20 14:04:13 GMT 2025","39288","selenium_demoblaze_framework.tests","test_keyword_driven","TestKeywordDriven","","","test_keyword_driven_execution","Test keyword-driven framework execution"
"passed","Mon Oct 20 14:05:07 GMT 2025","Mon Oct 20 14:05:09 GMT 2025","2030","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_multiple_elements","Test Page Factory multiple elements initialization"
"passed","Mon Oct 20 13:59:30 GMT 2025","Mon Oct 20 13:59:30 GMT 2025","89","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_17_css_properties","Test CSS property validations."
"failed","Mon Oct 20 14:01:58 GMT 2025","Mon Oct 20 14:02:15 GMT 2025","16272","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_32_broken_links_check","Test broken link validation on The Internet homepage."
"passed","Mon Oct 20 13:59:48 GMT 2025","Mon Oct 20 14:00:18 GMT 2025","29298","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_20_complete_e2e_flow","Test complete end-to-end shopping flow."
"passed","Mon Oct 20 13:59:20 GMT 2025","Mon Oct 20 13:59:20 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_13_data_driven_csv","Test with data from CSV."
"passed","Mon Oct 20 14:05:14 GMT 2025","Mon Oct 20 14:05:22 GMT 2025","8436","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_navigation","Test Page Factory navigation methods"
"passed","Mon Oct 20 13:59:22 GMT 2025","Mon Oct 20 13:59:26 GMT 2025","3072","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_15_performance_metrics","Test performance metrics collection."
"passed","Mon Oct 20 13:59:11 GMT 2025","Mon Oct 20 13:59:17 GMT 2025","6346","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data1]","Test with data from Excel (parameterized)."
"passed","Mon Oct 20 14:01:08 GMT 2025","Mon Oct 20 14:01:21 GMT 2025","12603","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_26_categories","Test navigation through all categories."
"broken","Mon Oct 20 14:05:26 GMT 2025","Mon Oct 20 14:05:35 GMT 2025","8948","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_login_flow","Test complete login flow using Page Factory"
"passed","Mon Oct 20 13:58:40 GMT 2025","Mon Oct 20 13:58:43 GMT 2025","3044","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_04_javascript_execution","Test JavaScript execution."
"passed","Mon Oct 20 14:06:03 GMT 2025","Mon Oct 20 14:06:03 GMT 2025","1","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_element_caching","Test that elements are properly cached"
"passed","Mon Oct 20 13:58:50 GMT 2025","Mon Oct 20 13:58:50 GMT 2025","150","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_06_cookie_operations","Test cookie operations."
"passed","Mon Oct 20 13:59:31 GMT 2025","Mon Oct 20 13:59:44 GMT 2025","12462","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_18_browser_navigation","Test browser navigation operations."
"passed","Mon Oct 20 13:58:57 GMT 2025","Mon Oct 20 13:58:59 GMT 2025","1585","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_08_screenshot_operations","Test various screenshot operations."
"passed","Mon Oct 20 14:05:49 GMT 2025","Mon Oct 20 14:05:59 GMT 2025","9181","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_search_functionality","Test product search functionality"
"passed","Mon Oct 20 14:01:22 GMT 2025","Mon Oct 20 14:01:27 GMT 2025","5080","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_27_network_emulation","Test with emulated network conditions (Chrome only)."
"passed","Mon Oct 20 13:59:19 GMT 2025","Mon Oct 20 13:59:19 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_12_data_driven_json","Test with data from JSON."
"passed","Mon Oct 20 14:01:29 GMT 2025","Mon Oct 20 14:01:40 GMT 2025","11473","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_29_log_collection","Test collecting browser logs."
"passed","Mon Oct 20 13:59:03 GMT 2025","Mon Oct 20 13:59:10 GMT 2025","6308","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data0]","Test with data from Excel (parameterized)."
"passed","Mon Oct 20 14:01:42 GMT 2025","Mon Oct 20 14:01:42 GMT 2025","181","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_30_cleanup","Test cleanup operations."
"broken","Mon Oct 20 14:01:43 GMT 2025","Mon Oct 20 14:01:57 GMT 2025","14361","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_31_file_upload","Test file upload using send_keys (primary) and pyautogui (fallback)."
"passed","Mon Oct 20 13:59:45 GMT 2025","Mon Oct 20 13:59:47 GMT 2025","2455","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_19_faker_data_generation","Test with Faker generated data."
"passed","Mon Oct 20 14:00:30 GMT 2025","Mon Oct 20 14:00:55 GMT 2025","24725","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_24_about_us_modal","Test About Us modal and video playback."
